name,address,postcode,state,city,phone,email,principal_name,latitude,longitude
Q-dees Hillpark,"59, Jln HP 3A, Hill Park Kajang, 43500 Semenyih, Selangor",43500,Selangor,Semenyih,+60 16-868 9511,,,2.9521708,101.8162072
Stay N Play Playschool & Childcare Centre (Ara Damansara),"Level 1 Block, 1, Persiaran Golf, Seksyen U2, 40150 Shah Alam, Selangor",40150,Selangor,Shah Alam,+60 10-888 7414,,,3.108165,101.58047
Pasti Aisyah Bestari,"1, Jalan Bangi Avenue 6/9, Bangi Avenue, 43000 Kajang, Selangor",43000,Selangor,Kajang,+60 11-5685 9341,,,2.8993057,101.7970509
Alecia Montessori - Registered as Tadika Mesra Alecia,"25, Jln Awan Jawa, Taman Yarl, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",58200,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 11-2579 9569,,,3.0740784,101.6664306
Tadika Junior Matahari Cergas,"No. 2, Jalan Aman Putra 2/1, Taman Aman Putra, 47130 Puchong, Selangor",47130,Selangor,Puchong,+60 13-751 3233,,,2.9364145,101.6220911
Tadika Alunan Ceria,"3, Jalan SS 2/8, SS 2, 47300 Petaling Jaya, Taman Sea",47300,Taman Sea,Petaling Jaya,+60 3-7877 6120,,,3.1130968,101.6150378
Monteez Child Care Centre,"A-G-01, Damai Hillpark @ Cheras, Jln Damai Perdana 6/1F, Bandar Damai Perdana, 56000 Kuala Lumpur, Federal Territory of Kuala Lumpur",56000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 19-248 3992,,,3.0526211,101.7390821
Q-dees Pantai Hillpark (Bangsar South),"13-1, Jln Pantai Murni 6, Pantai Dalam, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",59200,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 12-837 8857,,,3.1037282,101.6656092
taska nur iris,"No 62, Jln AP 1C/7, Alam Perdana, 42300 Puncak Alam, Selangor",42300,Selangor,Puncak Alam,+60 18-299 9328,,,3.2528565,101.4586708
Tadika Sri Kristalku Teluk Panglima Garang,"2, Jalan Dendang 49, Taman Telok, 42500 Telok Panglima Garang, Selangor",42500,Selangor,Telok Panglima Garang,+60 10-235 8579,,,2.90361,101.471805
Tadika Bayu Mewah Residensi Gurneymas,"G-01 Residensi Gurneymas, No. 1, Jalan Bukit Keramat, Kampung Datuk Keramat, 54000 Kuala Lumpur, Federal Territory of Kuala Lumpur",54000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 16-337 0934,tadikabayumewah@gmail.com,,3.1710921,101.7282714
"Q-dees PRMM, Tadika Kenanga Reka","7, Lorong Bertam 1, Kawasan 6, 41100 Klang, Selangor",41100,Selangor,Klang,+60 3-3372 9885,harmonie@q-dees.com,Harmonie Ngooi,3.0347474,101.4383255
Yellow Submarine Preschool of Arts Cyberjaya,"F-G-2, CBD Perdana, 3, Jln Perdana, Cyberjaya, 63000 Cyberjaya, Selangor",63000,Selangor,Cyberjaya,+60 18-277 0018,,,2.9257456,101.6506463
Smart Reader Kids Teluk Gadong,"Unit A-2-2, Jalan Intan 1/KS1, Intania, Teluk Gadong, 41200 Klang, Selangor",41200,Selangor,Klang,+60 17-391 4407,smartreaderindo@gmail.com,,3.0272915,101.4289086
Ace Kids Kajang,"15, 14, Jalan Angkasa Indah 1, Taman Angkasa Indah, 43000 Kajang, Selangor",43000,Selangor,Kajang,+60 18-665 7720,,,3.0030567,101.800633
Tadika Krista @ Bukit Antarabangsa,"No. 61, Jalan Kelab Ukay 4, 68000, Taman Kelab Ukay, Jalan Bukit Antarabangsa, Bukit Antarabangsa, 68000 Ampang Jaya, Selangor",68000,Selangor,Ampang Jaya,+60 3-4105 2544,info@krista.com.my,,3.1963834,101.7732277
Tadika junior bistari,"No 2, 1, Jalan Cyber Valley 1a/1, cyber valley commercial Centre, 43800 Dengkil, Selangor",43800,Selangor,Dengkil,+60 13-650 1418,,,2.879011,101.665773
KIDZ JANNAH PRESCHOOL,"82A, Jalan Rugbi 13/30, Seksyen 13, 40100 Shah Alam, Selangor",40100,Selangor,Shah Alam,+60 19-602 0418,,,3.0904341,101.5465493
Mitra IT Solutions Sdn Bhd,"Cyberjaya, 63000 Cyberjaya, Selangor",63000,Selangor,Cyberjaya,+60 3-8322 1733,,,2.9267307,101.6565314
KinderKaizen Bandar Saujana Putra,"63-1, Jln SP 1/1, Bandar Saujana Putra, 42610 Jenjarom, Selangor",42610,Selangor,Jenjarom,+60 19-666 8296,,,2.9524526,101.5782539
Caliph Wonderland Home Based Childcare Centre -Taska Titiwangsa,"The Reach Condominium, Jln Tiara Titiwangsa, @ Titiwangsa, 53200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",53200,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 17-645 8910,,,3.1870721,101.7047679
Shaaf Solleh Playschool | Bangi Gateway,"3b, E-G-9 Jalan Bg 3b/1, Bangi Gateway, Seksyen 15, 43650 Bandar Baru Bangi, Selangor",43650,Selangor,Bandar Baru Bangi,+60 11-6546 3434,,,2.9296196,101.7645047
TASKA SURINAZ,"Blok D, Fasa 18R13, Jalan P18b, Presint 18, 62150 Putrajaya, Wilayah Persekutuan Putrajaya",62150,Putrajaya,Putrajaya,+60 16-875 4087,,,2.9183362,101.6931034
Learning Bridge- Hillpark 3 Kajang,"Hillpark 3, 12-1, Jln Hillpark 6/1, Bandar Teknologi Kajang, 43500 Semenyih, Selangor",43500,Selangor,Semenyih,+60 17-613 3051,,,2.9503666,101.8121618
Pusat Jagaan Waldorf Kelip Kelip Preschool 萤火虫华德福学坊,"Jalan Anggerik Tainia 31/123, Bukit Rimau, 40460 Shah Alam, Selangor",40460,Selangor,Shah Alam,+60 11-1082 0868,kelipkelip@waldorf.com.my,,2.9857733,101.5327571
Tadika Bestari Perdana (Azzahra Learning Centre),"1, Jalan Ub 2a, Taman Ukay Bistari, 68000 Ampang, Selangor",68000,Selangor,Ampang Jaya,+60 19-669 1786,,,3.1982598,101.7653722
MYHARVARD International,"18-1 & 18, 2, Jalan Puteri 5/2, Bandar Puteri, 47100 Puchong, Selangor",47100,Selangor,Puchong,+60 12-246 1280,,,3.0146141,101.61408
Q-Dees Semenyih,"No. 68, Jalan Tps 1/7, Taman Pelangi Semenyih, 43500 Semenyih, Selangor",43500,Selangor,Semenyih,+60 16-633 8081,,,2.930499,101.8586348
Taska Mutiara Najlah,"2, Jalan SG 4/10, Taman Sri Gombak, 68100 Batu Caves, Selangor",68100,Selangor,Batu Caves,+60 13-361 0040,,,3.2414278,101.7084344
Pusat Perkembangan Minda Sinar Ria,"40-58, Jln Welman, Pusat Bandar Rawang, 48000 Rawang, Selangor",48000,Selangor,Rawang,+60 16-358 6395,harmonie@q-dees.com,Harmonie Ngooi,3.3210551,101.5747063
TADIKA AL FIKH ORCHARD PENDAMAR INDAH,"14 JALAN DAMAR MERAH 7C, TAMAN PENDAMAR INDAH 2, PENDAMAR INDAH 2, 41200 KLANG, Selangor",41200,Selangor,KLANG,+60 12-317 5872,,,2.983313,101.425877
Little Genius Sri Rampai,"Sri Rampai, 13-1, JALAN SERI REJANG 1, RAMPAI BUSINESS PARK, SOUTH, Taman Sri Rampai, 53300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",53300,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 12-205 8248,littlegenius.opso@gmail.com,,3.1960808,101.7271888
"NurUL Quran Montessori House,Wangsa Melawati","2, Lorong Wangsa Siaga 6, Wangsa Melawati, 53300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",53300,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 18-234 2335,,,3.2003183,101.7469154
Taska Qardhawi,"1 Jalan 9d/ku4 Taman Sri Rantau, Kampung Rantau Panjang, 42100 Klang, Selangor",42100,Selangor,Klang,+60 10-215 6465,,,3.0566284,101.3980856
Taska Cilik Ceria bukit raja,"1, Jalan Sumazau 3E, Bandar Bukit Raja, 41050 Klang, Selangor",41050,Selangor,Klang,+60 11-2783 8807,,,3.0899002,101.4434585
Playnest by Kinderworld,"15, Jalan Budiman, Taman Midah, 56000 Cheras, Wilayah Persekutuan Kuala Lumpur",56000,Federal Territory of Kuala Lumpur,Cheras,+60 12-619 9064,,,3.0893166,101.724948
Tadika Eksplorasi Genius,"23, Jalan 7/7c, Seksyen 7 Bandar Baru Bangi, 43650 Bandar Baru Bangi, Selangor",43650,Selangor,Bandar Baru Bangi,+60 13-639 2305,tadikaeksplorasigenius@gmail.com,,2.9691281,101.7746887
Happy Hearts Care Centre,"D-01-02, Z Residence, 5, Jalan Jalil Perwira 2, Bukit Jalil, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",58200,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 16-255 0692,happyhearts.my@hotmail.com,,3.0644798,101.6658819
Cahayaku Legacy Lembah Keramat,"22, Jalan AU5C/8, 54200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",54200,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 17-642 5096,,,3.2047347,101.755384
Tadika Ilmu Ratu,"batu 10, Jalan Kebun Baru, Taman Jaya Utama, 42500 Telok Panglima Garang, Selangor",42500,Selangor,Telok Panglima Garang,+60 16-227 8407,,,2.9137777,101.4745592
Happy Hive Sentul Point,"A1-13A, PUNCAK SENTUL, Sentul Point, 8, Jln Sentul Pasar, Sentul, 51000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",51000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 10-262 6734,,,3.202737,101.6893456
Al Hafiz Childcare Saujana Perdana,"No. 2, Jln Saujana Perdana 7, Saujana Perdana, 47000 Sungai Buloh, Selangor",47000,Selangor,Sungai Buloh,+60 19-413 5338,,,3.2158406,101.4802344
Bright Kids Childcare Centre,"102, Jalan Desa Bakti, Taman Desa, 58100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",58100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-7986 0589,,,3.1034589,101.6869843
Tadika Pasti Darul Iman,"Jalan Dusun, Kampung Bukit Kapar, 42200 Kapar, Selangor",42200,Selangor,Kapar,+60 19-241 1894,,,3.158671,101.428991
Taska Kasih Hayfa,"30, Jalan LEP 5/5, Lestari Putra, 43300 Seri Kembangan, Selangor",43300,Selangor,Seri Kembangan,+60 11-3700 6993,,,2.9983771,101.6519018
Taska Nadi Sarjana,"KS3, 11-1, Lor Selamat, Kampung Sungai Udang, 41250 Klang, Selangor",41250,Selangor,Klang,+60 16-907 6920,nadisarjana@gmail.com,,3.0416157,101.4254986
森之风乐园 Rimbayu Playgarden,,,,,+60 16-277 3727,fionapoh@yahoo.com,,3.2472342,101.6748538
Al Kauthar Eduqids Seksyen 22 Shah Alam,"No 25 Indah Alam Condo, Lot 4, Jalan Jubli Perak 22/1, Seksyen 22, 40400 Shah Alam, Selangor",40400,Selangor,Shah Alam,+60 17-963 4346,,,3.0703529,101.5554102
Tadika Sri Adiwarna,"NO. 39, JALAN S/P, Taman Segar Perdana, 43200 Cheras, Selangor",43200,Selangor,Cheras,+60 19-660 9863,,,3.092676,101.7622501
HQ Tadika & Taska Integrasi Genius Khalifah,"4022, Jalan Kebun Tambahan, Kampung Jln Kebun, 41200 Shah Alam, Selangor",41200,Selangor,Shah Alam,+60 11-1140 0912,,,2.9721915,101.5269465
Orchid Child Care Centre (OCCC),"Jalan Setia Perdana BD U13/BD Bandar Setia Alam Seksyen U13, Setia Alam, 40170 Shah Alam, Selangor",40170,Selangor,Shah Alam,+60 17-612 5646,,,3.1233929,101.468598
Tadika Cilik Budiman,"39, Jalan SP 1/2, Taman Segar Perdana, 43200 Cheras, Selangor",43200,Selangor,Cheras,+60 19-660 9863,,,3.0927096,101.7621501
"R.E.A.L Kids, Wangsa Melawati","Lot 3516, Persekutuan, 24, Jalan Wangsa Melawati 4, Wangsa Melawati, 53300 Kuala Lumpur",53300,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-2857 9939,aradamansara@realkids.edu.my,,3.2023052,101.7470984
Soleh Squad Islamic Preschool (SSIP),"45-1, Jalan Setiawangsa 11a, Taman Setiawangsa, 54200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",54200,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 17-573 5625,admin@solehsquad.com.my,,3.1777742,101.7432053
Taska Sri Mutiara Murni,"2, Jalan Bullion Mewah 10, Taman Bullion Mewah, 68100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",68100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-6188 1077,,,3.2173914,101.6923392
Taska Umairah Ceria,"36, Jalan Pinggiran Putra 3/4, Desa Pinggiran Putra, 43000 Kajang, Selangor",43000,Selangor,Kajang,+60 13-242 5388,aiisyahazha@gmail.com,,2.9072871,101.7063187
Taska Alam Impian (Alam Impian Daycare),"1, Jalan Tun Teja 35/18, Alam Impian, 40470 Shah Alam, Selangor",40470,Selangor,Shah Alam,+60 17-660 5727,,,3.0206416,101.5166515
Taska Ibnu Khazim,"48, Jln Rhu 2/2, BANDAR HILLPARK, 42300 Puncak Alam, Selangor",42300,Selangor,Puncak Alam,+60 19-590 1704,,,3.2128594,101.4583348
PASTI AS-SYAKIRIN,"16, Jalan 2/3b, Seksyen 2, 43650 Bandar Baru Bangi, Selangor",43650,Selangor,Bandar Baru Bangi,+60 16-556 1486,,,2.9462487,101.774481
Kaffah Kids Shah Alam-Educare Centre,"SH-1-32, Pangsapuri Perkhidmatan Knox Wawasan Jalan Sungai Burung 32/68 Bukit Rimau, Seksyen 32, 40460 Shah Alam, Selangor",40460,Selangor,Shah Alam,+60 11-1092 6052,,,2.999972,101.527922
Tadika Bir Ali Sri Andalas,"1, Lorong Sri Damak 61, Taman Sri Andalas, 41200 Klang, Selangor",41200,Selangor,Klang,+60 17-288 2544,alamimpian.birali@gmail.com,,3.0154394,101.4558748
Tadika Sri Umbi,"1, Jalan PU 10/2a, Taman Puchong Utama, 47100 Puchong, Selangor",47100,Selangor,Puchong,+60 3-8060 2743,,,2.9859138,101.6107302
"Tabika KEMAS Tasik Biru, Kundang","Lorong E9, Kampung Melayu Seri Kundang, 48050, Selangor",48050,Selangor,MY,+60 11-2170 2782,,,3.2550763,101.5306265
Jabatan Kemajuan Masyarakat @ Petaling Jaya,"Pusat Sumber Kemas, Jalan PJS 3/6, Taman Medan Baru, 46000 Petaling Jaya, Selangor",46000,Selangor,Petaling Jaya,+60 3-7782 5695,,,3.0737443,101.6337682
Q-Dees Jalan Kuching,"159A Jalan Selingsing 6, Off, Jln Kuching, 51200 Kuala Lumpur",51200,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 12-491 3310,,,3.1960096,101.6705744
Pasti Nurul Hidayah,"4115, Lrg Ikhsan, Kampung Jln Kebun, 40460 Shah Alam, Selangor",40460,Selangor,Shah Alam,+60 3-5161 1887,,,2.976448,101.5352268
Pusat Tuisyen Setia Jaya Gombak,"No9, Level 1&2, Jalan Prima SG 1, Prima Seri Gombak, 68100 Batu Caves, Selangor",68100,Selangor,Batu Caves,+60 14-669 3082,,,3.2377688,101.6998785
Tadika Emaan Kindy Seksyen 24,"10, Jalan Kesum 24/37b, Seksyen 24, 40300 Shah Alam, Selangor",40300,Selangor,Shah Alam,+60 12-283 3593,,,3.0398905,101.5242548
Taska Permata Kemas @ Kompleks Kemudahan PDRM,"51100, Jalan 1/12b, Kampung Batu Muda, 68100 Kuala Lumpur, Federal Territory of Kuala Lumpur",68100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 17-266 3578,tbksungaibatu@gmail.com,,3.2188523,101.6838985
My Little World | International Preschool Curriculum,"58, Jalan Sepah Puteri 5/2, Kota Damansara, 47810 Petaling Jaya, Selangor",47810,Selangor,Petaling Jaya,+60 17-279 8805,mlw.enquiry@gmail.com,,3.1562427,101.5790847
Persatuan Murid-Murid Tua Sekolah Serdang Baru 沙戥新村学校校友会幼儿园,"2117, Jalan SK 13/12, Taman Bukit Serdang, 43300 Seri Kembangan, Selangor",43300,Selangor,Seri Kembangan,+60 3-8948 7519,xiaoyouhui1@gmail.com,,3.0279093,101.6962515
Kidsvilla,"2, Jalan 16/16, Seksyen 16, 46350 Petaling Jaya, Selangor",46350,Selangor,Petaling Jaya,+60 10-715 0899,,,3.125335,101.63985
Mommy N Kids Child Care Centre,,,,,+60 18-233 2703,,,2.93114,101.783048
Bright Robin,"Jalan Puteri 5/20, Bandar Puteri, 47100 Puchong, Selangor",47100,Selangor,Puchong,+60 16-201 4166,info@brightrobin.com.my,,3.01424,101.617606
QOWIE JUNIOR Playschool (TASKA) Sri Gombak,"1-56, Jalan Prima SG 3/1, Prima Seri Gombak, 68100 Batu Caves, Selangor",68100,Selangor,Batu Caves,+60 17-307 7550,hr.qowiesdnbhd@gmail.com,,3.2386213,101.7006681
Pusat Jagaan Hui Er,"60, Jalan Midah 14, Taman Midah, 56000 Kuala Lumpur, Wilayah Persekutuan",56000,Wilayah Persekutuan,Kuala Lumpur,+60 12-383 5594,Huiercare60@gmail.com,,3.0939285,101.7278177
Tadika Adiwarna,"29, Jalan Megah 11, Taman Megah 9 1/2, Cheras, 43200 Kuala Lumpur",43200,Selangor,Kuala Lumpur,+60 3-9075 6127,,,3.0572033,101.7670577
My Kiddyland @ Suria North Kiara,"Lot 01-06 , 01-07 , 01-08 , Suite Servis Suria,Jalan 30/38A Sri Sinar, Segambut, 52100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 18-388 8236,enquiry@mykiddyland.com,,3.1845145,101.6465135
"Smart Reader Kids SS 3, Petaling Jaya","35, Jalan 3/52, Taman Universiti, 47300 Petaling Jaya, Selangor",47300,Selangor,Petaling Jaya,+60 3-7876 0757,smartreaderindo@gmail.com,,3.0939243,101.6110447
Brainy Bunch Montessori Playschool Taman Pelangi Gombak,"NO. 1, 20, Jalan Pelangi 18, Taman Pelangi, 51200 Kuala Lumpur, Federal Territory of Kuala Lumpur",51200,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 19-268 0362,tebet@brainybunch.com,,3.2057479,101.6903358
TADIKA ISLAM HIRA' SG UDANG,"73, Jln Kiai Khusairi 15/KS3, Kampung Sungai Udang, 41100 Klang, Selangor",41100,Selangor,Klang,+60 14-306 9467,,,3.0454142,101.4184728
Glenn Doman Intellectual Program Sdn. Bhd.,"Block D, Zenith Corporate Park, No. 42-2, 2nd Floor, Block D, No. 1, Jalan SS7/26A, Zenith Corporate Park, Selangor, 42-2, Jalan SS 7/26, SS7, 47301 Petaling Jaya, Selangor",47301,Selangor,Petaling Jaya,+60 3-7887 9181,,,3.1041836,101.5920953
Tadika Mentari Indah,"1, Jalan PUJ 9/15, Taman Puncak Jalil, 43300 Seri Kembangan, Selangor",43300,Selangor,Seri Kembangan,+60 12-357 0157,,,3.0377386,101.682834
Tadika Nimblebee Vista Bangi,"Vista Bangi, Jln TB 1/1, Bandar Kajang, 43650 Kajang, Selangor",43650,Selangor,Kajang,+60 11-5270 7676,shahdanial.work@gmail.com,,2.9449874,101.7849666
Tadika Junior Didik Ceria,"69, Jalan BU 2/1, Bandar Utama, 47800 Petaling Jaya, Selangor",47800,Selangor,Petaling Jaya,+60 18-262 3388,,,3.1461803,101.6119343
TEGUH 477 GLOBAL RESOURCES (Caw. Sepang),"17, Jalan ST 1c/1, Taman Selasih, 43900 Sepang, Selangor",43900,Selangor,Sepang,+60 11-5555 0048,,,2.8113868,101.7357
Azzahra Kids Preschool (TADIKA LITTLE CREATIVE),"3- 1, Jalan Desa 9/4, Bandar Country Homes, 48000 Rawang, Selangor",48000,Selangor,Rawang,+60 17-227 9932,azzahrakids2024@gmail.com,,3.3326019,101.534593
"R.E.A.L Kids, Denai Alam","No. Seksyen 44, Jalan Elektron U16/83, Denai Alam, 40160 Shah Alam, Selangor",40160,Selangor,Shah Alam,+60 3-7832 1102,aradamansara@realkids.edu.my,,3.1580395,101.5134066
Tadika Tunas Gemerlapan,"31, Jalan SS 3/37, Taman Universiti, 47300 Petaling Jaya, Selangor",47300,Selangor,Petaling Jaya,+60 12-676 1928,harmonie@q-dees.com,Harmonie Ngooi,3.0976241,101.6132784
KinderHive Subang Murni,,,,,+60 11-5910 7550,,,4.186514,109.1677
The City Kindergarten,"2, Jalan Palas 18/46d, Section 18, 40200 Shah Alam, Selangor",40200,Selangor,Shah Alam,+60 17-613 5170,thecitykindergarten.my1@gmail.com,,3.0480988,101.5245895
"Brain Dance Kindyland - Ecohill-2, Semenyih","1, Jalan Ecohill 7/3L, Setia Ecohill 2, 43500 Semenyih, Selangor",43500,Selangor,Semenyih,+60 19-892 9738,braindancemahkota@gmail.com,,2.8893843,101.8423753
PASTI Little Muslim Desa Subang U5,"Jalan Waruna U5/131A, Bandar Pinggiran Subang, 40150 Shah Alam, Selangor",40150,Selangor,Shah Alam,+60 11-1541 2016,,,3.1697929,101.5371564
Taska Bidari,"119, Jalan PJU 8/7, Bandar Damansara Perdana, 47800 Petaling Jaya, Selangor",47800,Selangor,Petaling Jaya,+60 3-7726 0729,,,3.169039,101.6022862
Blooming Bear Childcare Centre,"50, Jalan BP 3/14, Bandar Bukit Puchong, 47130 Puchong, Selangor",47130,Selangor,Puchong,+60 10-391 5143,,,2.9911574,101.6288966
TADIKA NUR MAHBUBAH INTEGRASI,"2, Jalan Cempaka 28, Taman Cempaka, 68000 Ampang, Selangor",68000,Selangor,Ampang Jaya,+60 19-669 6122,mcdctamancempaka@gmail.com,,3.1394846,101.7466804
Honsbridge International Preschool,"No.1 Central Park, Level 1 (East Wing) Jalan PJU 5/7, Dataran Sunway, Kota Damansara, 47810 Petaling Jaya, Selangor",47810,Selangor,Petaling Jaya,+60 3-7666 8222,emma@honsbridge.edu.my,,3.1523148,101.5941338
Al Husna Childcare Centre,"No 16 a, Jln Pauh Kijang 3/KU3, Batu Belah, 41050 Klang, Selangor",41050,Selangor,Klang,+60 14-506 0311,,,3.0724355,101.4448139
Smart Reader Kids Bandar Bukit Puchong 2,"16A, Jalan BP 6/13, Bandar Bukit Puchong, 47100 Puchong, Selangor",47100,Selangor,Puchong,+60 3-8068 6757,smartreaderindo@gmail.com,,2.9856466,101.622092
Tadika Cerdik Kawanku,"1-1, Jln Jejarum 3D/1, Bandar Bukit Beruntung, 48300 Rawang, Selangor",48300,Selangor,Rawang,+60 14-308 9113,,,3.4107861,101.5590673
An Nuran Childcare Centre,"1 Bangunan Bakhriah, Jalan Dato Tabal, 44000 Kuala Kubu Baru, Selangor",44000,Selangor,Kuala Kubu Bharu,+60 13-507 4200,annuranchildcarecentre@gmail.com,,3.563144,101.6603714
Tadika Bunga Tulip (Tulip Kindergarten),"No 1 & 3, Jalan BK 5/8a, Bandar Kinrara, 47180 Puchong, Selangor",47180,Selangor,Puchong,+60 12-499 3997,info@tulipkindergarten.com,,3.0434883,101.6480439
Aura Khalifah Nursery,"15, Jalan 7/3d, Seksyen 7 Bandar Baru Bangi, 43650 Bandar Baru Bangi, Selangor",43650,Selangor,Bandar Baru Bangi,+60 19-326 5532,,,2.9696887,101.7798198
Bright Kids,"2, Jalan 6/18c, Taman Mastiara, 51200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",51200,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 12-223 8135,superesp_franchise@brightkids.com.my,,3.2160311,101.6749922
New Learn,"21-1. 21-2. 23-1 & 23-2, Jalan Sri Permaisuri 9, Bandar Sri Permaisuri, Cheras, Wilayah Persekutuan, 2, Jalan Sri Permaisuri 9, Bandar Sri Permaisuri, 56000 Kuala Lumpur, Federal Territory of Kuala Lumpur",56000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 19-931 4150,,,3.1017526,101.7070741
TADIKA LITTLE GENIUS,"NO 3A, JALAN 5A/6, Taman Bandar Baru Selayang Fasa 2a, 68100 Batu Caves, Selangor",68100,Selangor,Batu Caves,+60 11-1790 0996,,,3.263072,101.6781908
HEI Schools Cyberjaya,"Cyberjaya, 63000 Cyberjaya, Selangor",63000,Selangor,Cyberjaya,+60 11-5916 0306,hello@heicyberjaya.my,,2.9220632,101.6673712
AARA by Eden Educare Playschool @ USJ 9 Subang Jaya,"No. 29-3, Second floor, Jalan USJ 9/5m, Subang Business Centre, 47620 Subang Jaya, Selangor",47620,Selangor,Subang Jaya,+60 18-572 0155,,,3.0465949,101.5857347
Tadika Astaka,"Lot 9885, Lorong Awan Biru, Taman Yarl, 58200 Kuala Lumpur, Wilayah Persekutuan",58200,Wilayah Persekutuan,Kuala Lumpur,+60 3-7980 1600,,,3.078844,101.667406
Tadika Pencipta,"97, Jalan SS 21/37, Damansara Utama, 47400 Petaling Jaya, Selangor",47400,Selangor,Petaling Jaya,+60 3-7876 6633,,,3.134441,101.623851
Little Caliphs Bandar Melawati,"327 Melawati Square, Pusat, Jln Bandar Melawati, 53100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",53100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 10-243 9485,account@aslgroup.com.my,,3.2119089,101.7508774
Green Apple Montessori,"924, Jalan Kuang Gunung, Taman Kepong, 52100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-6270 9130,,,3.2048429,101.6400741
Tadika Taska Hasanah Kids TTDI,"No. 4, Jalan 3/71b, Taman Pinggir Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",60000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-7725 3594,ayeshadam@gmail.com,,3.1569638,101.6167745
Taska Genius Ilham,"Taman Impian Sutera, 2, Jalan Tanjung Resang 30/215, Kampung Jln Kebun, 40460 Shah Alam, Selangor",40460,Selangor,Shah Alam,+60 18-234 4058,,,2.9724427,101.5380969
Little Caliphs Playschool Taska Seksyen 19,"49-1, Jalan Nelayan A 19/A, Seksyen 19, 40300 Shah Alam, Selangor",40300,Selangor,Shah Alam,+60 16-291 2500,,,3.0486968,101.5338869
TADIKA TUNASKU SAYANG,"18-1, Jalan Ehsan Perdana 2, Taman Ehsan Jaya, Pandamaran, 42000 Port Klang, Selangor",42000,Selangor,Port Klang,+60 19-263 7879,,,3.0074886,101.4180809
Smart Reader Kids Wangsa Maju,"29-1, Jalan Wangsa Delima, 5, Jalan 2/27F, Pusat Bandar Wangsa Maju, 53300 Kuala Lumpur",53300,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-4143 2757,,,3.1984351,101.7453169
Tadika Langkah Sri Gemilang,"1-9, Jalan Kelab Ukay 14, Taman Kelab Ukay, 68000 Ampang, Se, 9, Jalan Kelab Ukay 14, Taman Kelab Ukay, 68000 Ampang Jaya, Selangor",68000,Selangor,Ampang Jaya,+60 3-4106 1513,harmonie@q-dees.com,Harmonie Ngooi,3.1956502,101.767645
Kiddizone Kindergarten & Day Care,"2M, Jalan Medan Batu Caves 1, Medan Batu Caves, 68100 Batu Caves, Selangor",68100,Selangor,Batu Caves,+60 17-333 7893,,,3.23453,101.6739798
Tadika Aspirasi Murni,"1, Jalan BS 9/2, Taman Bukit Serdang, 43300 Seri Kembangan, Selangor",43300,Selangor,Seri Kembangan,+60 17-235 7756,tadika.aspirasi.murni@gmail.com,,3.0340238,101.6975334
al kauthar eduqids hq,"2A, Jalan Bola Tampar 13/14, Seksyen 13, 40100 Shah Alam, Selangor",40100,Selangor,Shah Alam,+60 17-291 6634,,,3.0832457,101.540104
