Umur,Tahun/Level,Subjek,Bidang / Topik,Kemahiran / Subtopik,Kod Kemahiran,Tahap,Jenis Soalan,Contoh Soalan,Rujukan KSSR
6,Prasekolah Thn 3,Chinese,Nombor,Nombor Cina 1–20,ZH-A6-N01,Mudah,MCQ,十五 bermaksud nombor ___? (12/14/15/16),KSPK Tahun 3
6,Prasekolah Thn 3,Chinese,Kosa Kata,"Kosa kata makanan: 饭,面,汤,水,果",ZH-A6-K02,Mudah,MCQ,Aksara 水 bermaksud ___? (nasi/air/sup/buah),KSPK Tahun 3
6,Prasekolah Thn 3,Chinese,Pinyin,"Pinyin konsonan: g,k,h,j,q,x",ZH-A6-P02,Mudah,MCQ,Pinyin bagi aksara 鸡 bermula dengan huruf ___? (j/q/x/g),KSPK Tahun 3
7,Tahun 1,Chinese,Kosa Kata,"Kosa kata alam sekitar: 天,地,山,水,树",ZH-T1-K02,Mudah,MCQ,Aksara 山 bermaksud ___? (langit/tanah/gunung/pokok),KSSR Cina T1
7,Tahun 1,Chinese,Radikal,"Mengenal radikal asas: 人,口,手,水,木",ZH-T1-R01,Mudah,MCQ,Radikal 水 sering dijumpai dalam aksara yang berkaitan dengan ___?,KSSR Cina T1
7,Tahun 1,Chinese,Nombor,Nombor Cina 1–100 dan aplikasi,ZH-T1-N01,Mudah,MCQ,二十三 bermaksud nombor ___? (23/32/30/22),KSSR Cina T1
8,Tahun 2,Chinese,Kosa Kata,"Kosa kata masa: 今天,昨天,明天,早上,晚上",ZH-T2-K02,Sederhana,MCQ,昨天 bermaksud ___? (semalam/hari ini/esok/pagi),KSSR Cina T2
8,Tahun 2,Chinese,Penulisan,Susun perkataan menjadi ayat betul,ZH-T2-P01,Sederhana,MCQ,Susun: 学校/我/去/每天 — ayat betul ialah ___?,KSSR Cina T2
8,Tahun 2,Chinese,Pinyin,Ulang kaji Pinyin 4 nada dengan kosa kata Tahun 2,ZH-T2-PN01,Sederhana,MCQ,Nada bagi 明 dalam 明天 ialah nada ke ___? (1/2/3/4),KSSR Cina T2
9,Tahun 3,Chinese,Radikal,"Radikal: 心,手,目,足,口 dan aksara terbitan",ZH-T3-R01,Sederhana,MCQ,Aksara 看 mengandungi radikal ___? (目/手/口/心),KSSR Cina T3
9,Tahun 3,Chinese,Kosa Kata,"Kosa kata perasaan: 高兴,难过,生气,害怕",ZH-T3-K01,Sederhana,MCQ,高兴 bermaksud ___? (gembira/sedih/marah/takut),KSSR Cina T3
9,Tahun 3,Chinese,Nombor,Nombor ordinal dan pecahan mudah dalam bahasa Cina,ZH-T3-N01,Sederhana,MCQ,第三 bermaksud ___? (ketiga/tiga/dua/ketiga belas),KSSR Cina T3
10,Tahun 4,Chinese,Radikal,"Radikal lebih kompleks: 氵,木,讠,亻,扌",ZH-T4-R01,Sederhana,MCQ,Aksara 海 mengandungi radikal ___? (氵/木/讠/亻),KSSR Cina T4
10,Tahun 4,Chinese,Kosa Kata,"Kosa kata alam sekitar dan sains: 植物,动物,环境",ZH-T4-K01,Sederhana,MCQ,植物 bermaksud ___? (haiwan/tumbuhan/alam/air),KSSR Cina T4
10,Tahun 4,Chinese,Penulisan,Kenal pasti dan betulkan kesilapan ejaan aksara,ZH-T4-P01,Susah,MCQ,Aksara yang salah dalam ayat ini ialah ___?,KSSR Cina T4
11,Tahun 5,Chinese,Radikal,"Analisis struktur aksara: bahagian kiri-kanan, atas-bawah",ZH-T5-R01,Sederhana,MCQ,Aksara 明 dibentuk oleh ___? (日+月/山+水/人+口),KSSR Cina T5
11,Tahun 5,Chinese,Kosa Kata,"Kosa kata abstrak: 友谊,诚实,勤劳,勇敢",ZH-T5-K01,Sederhana,MCQ,诚实 bermaksud ___? (jujur/berani/rajin/setia kawan),KSSR Cina T5
11,Tahun 5,Chinese,Puisi Klasik,Memahami puisi klasik mudah: 静夜思 (Li Bai),ZH-T5-PK01,Susah,MCQ,"Dalam 静夜思, 床前明月光 menggambarkan ___?",KSSR Cina T5
12,Tahun 6,Chinese,Idiom,"Chengyu lanjutan: 半途而废,废寝忘食,一丝不苟",ZH-T6-I01,Susah,MCQ,半途而废 bermaksud ___? (berhenti di tengah jalan/kerja keras/berjaya),KSSR Cina T6
12,Tahun 6,Chinese,Kosa Kata,"Kosa kata tinggi: 科技,经济,文化,历史",ZH-T6-K01,Susah,MCQ,经济 bermaksud ___? (sains/ekonomi/budaya/sejarah),KSSR Cina T6
12,Tahun 6,Chinese,Penulisan,Susun ayat kompleks dengan penghubung kata,ZH-T6-P01,Susah,MCQ,"Pilih penghubung yang betul: 虽然___,但是___",KSSR Cina T6
